area_name,simple_area_name,cpi_fips,qcew_fips,sae_fips,oi_id,series_id,date,value,yoy_pct_chg,mo2m_annl_chg,mo2m_pct_chg
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2023-08-01,387.285,9.92,9.63,1.54
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2023-06-01,381.395,10.91,-1.79,-0.3
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2023-04-01,382.542,12.37,12.73,2.02
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2023-02-01,374.977,11.4,24,3.65
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2022-12-01,361.77,9.77,3.82,0.63
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2022-10-01,359.517,10.79,12.9,2.04
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2022-08-01,352.322,9.8,15.67,2.46
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2022-06-01,343.877,8.63,6.23,1.01
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2022-04-01,340.431,8.97,7.03,1.14
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2022-02-01,336.596,7.59,13.49,2.13
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2021-12-01,329.573,3.33,9.76,1.56
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2021-10-01,324.495,2.44,6.94,1.13
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2021-08-01,320.885,2.18,8.48,1.37
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2021-06-01,316.562,2.77,8.25,1.33
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2021-04-01,312.408,0.01,-0.87,-0.14
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2021-02-01,312.861,0.21,-10.91,-1.91
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2020-12-01,318.941,2.78,4.18,0.68
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2020-10-01,316.774,2.7,5.33,0.87
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2020-08-01,314.045,2.42,12.29,1.95
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2020-06-01,308.035,1.45,-8.07,-1.39
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2020-04-01,312.386,3.68,0.33,0.06
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2020-02-01,312.214,3.6,3.75,0.62
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2019-12-01,310.304,4,3.7,0.61
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2019-10-01,308.432,3.48,3.62,0.59
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2019-08-01,306.611,2.94,6.05,0.98
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2019-06-01,303.623,2.65,4.7,0.77
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2019-04-01,301.309,2.03,-0.13,-0.02
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2019-02-01,301.375,2.58,6.19,1.01
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2018-12-01,298.374,NA,0.66,0.11
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2018-10-01,298.048,NA,0.37,0.06
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2018-08-01,297.864,NA,4.29,0.7
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2018-06-01,295.786,NA,0.93,0.16
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2018-04-01,295.328,NA,3.18,0.52
"Atlanta-Sandy Springs-Roswell, GA",Atlanta,S35C,C1206,1312060,36,CUURS35CSEFV,2018-02-01,293.792,NA,NA,NA
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2023-09-01,409.225,6.66,19.16,2.96
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2023-07-01,397.441,5.15,9.55,1.53
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2023-05-01,391.442,7.97,10.28,1.64
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2023-03-01,385.111,6.11,7.56,1.22
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2023-01-01,380.46,6.72,3.4,0.56
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2022-11-01,378.348,8.17,-8.03,-1.39
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2022-09-01,383.666,9.93,9.41,1.51
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2022-07-01,377.96,9.43,28.37,4.25
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2022-05-01,362.55,7.57,-0.64,-0.11
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2022-03-01,362.937,8.66,11.32,1.8
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2022-01-01,356.507,9.56,12.15,1.93
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2021-11-01,349.756,9.82,1.28,0.21
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2021-09-01,349.016,10.24,6.45,1.05
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2021-07-01,345.397,9.38,15.87,2.49
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2021-05-01,337.021,6.64,5.52,0.9
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2021-03-01,334.016,8.72,16.98,2.65
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2021-01-01,325.397,6.13,13.73,2.17
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2020-11-01,318.495,5.7,3.67,0.6
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2020-09-01,316.585,4.98,1.54,0.25
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2020-07-01,315.781,5.24,-0.51,-0.08
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2020-05-01,316.048,6.08,18.53,2.87
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2020-03-01,307.221,2.82,1.23,0.2
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2020-01-01,306.598,2.69,10.96,1.75
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2019-11-01,301.331,1.96,-0.47,-0.08
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2019-09-01,301.568,2.4,3.04,0.5
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2019-07-01,300.065,2.04,4.38,0.72
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2019-05-01,297.931,2.03,-1.74,-0.29
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2019-03-01,298.802,2.67,0.45,0.07
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2019-01-01,298.58,2.4,6.35,1.03
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2018-11-01,295.534,NA,2.13,0.35
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2018-09-01,294.499,NA,0.86,0.14
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2018-07-01,294.08,NA,4.37,0.72
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2018-05-01,291.991,NA,1.97,0.33
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2018-03-01,291.045,NA,-1.08,-0.18
"Boston-Cambridge-Newton, MA-NH",Boston,S11A,C1446,2571650,25,CUURS11ASEFV,2018-01-01,291.574,NA,NA,NA
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2023-09-01,409.024,11.72,11.12,1.77
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2023-07-01,401.9,12.59,6.11,0.99
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2023-05-01,397.945,13.61,9.97,1.6
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2023-03-01,391.693,14.14,11.33,1.8
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2023-01-01,384.749,14.6,17.33,2.7
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2022-09-01,374.636,11.12,14.81,2.33
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2022-07-01,366.109,10.04,16.38,2.56
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2022-05-01,356.967,8.15,12.04,1.91
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2022-03-01,350.266,5.5,13.08,2.07
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2022-01-01,343.163,1.43,14.06,2.22
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2021-11-01,335.719,1.38,-2.51,-0.42
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2021-09-01,337.147,4.68,8.27,1.33
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2021-07-01,332.712,3.89,4.93,0.81
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2021-05-01,330.055,4.2,-3.49,-0.59
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2021-03-01,332.015,5.01,-10.68,-1.87
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2021-01-01,338.327,7.03,13.75,2.17
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2020-11-01,331.141,4.68,18.1,2.81
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2020-09-01,322.086,1.97,3.47,0.57
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2020-07-01,320.262,2.19,6.82,1.11
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2020-05-01,316.759,1.25,1.12,0.19
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2020-03-01,316.173,1.95,0.15,0.02
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2020-01-01,316.094,2.42,-0.45,-0.08
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2019-11-01,316.334,4.58,0.89,0.15
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2019-09-01,315.868,5.14,4.8,0.78
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2019-07-01,313.411,4.65,1.08,0.18
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2019-05-01,312.85,5.06,5.37,0.88
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2019-03-01,310.134,4.19,2.97,0.49
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2019-01-01,308.627,3.74,12.8,2.03
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2018-11-01,302.492,NA,4.19,0.69
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2018-09-01,300.428,NA,1.91,0.32
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2018-07-01,299.482,NA,3.45,0.57
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2018-05-01,297.793,NA,0.29,0.05
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2018-03-01,297.648,NA,0.29,0.05
"Dallas-Fort Worth-Arlington, TX",Dallas,S37A,C1910,4819100,7,CUURS37ASEFV,2018-01-01,297.506,NA,NA,NA
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2023-09-01,343.02,6.19,2.66,0.44
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2023-08-01,341.505,6.19,1.95,0.32
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2023-07-01,341.524,6.98,3.54,0.58
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2023-06-01,340.405,6.96,2.13,0.35
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2023-05-01,339.551,7.15,5.12,0.84
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2023-04-01,339.214,7.88,9.93,1.59
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2023-03-01,336.738,7.78,8.91,1.43
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2023-02-01,333.904,6.72,6.72,1.09
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2023-01-01,331.98,5.37,9.89,1.58
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-12-01,330.302,5.74,9.64,1.55
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-11-01,326.801,4.73,7.21,1.17
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-10-01,325.274,4.53,7.05,1.14
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-09-01,323.031,5.75,7.37,1.19
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-08-01,321.602,5.8,6.5,1.05
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-07-01,319.227,6.28,4.53,0.74
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-06-01,318.245,6.04,7.52,1.22
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-05-01,316.88,5.57,8.86,1.43
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-04-01,314.422,5.22,3.03,0.5
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-03-01,312.426,5.22,-4.92,-0.84
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-02-01,312.864,6.07,0.92,0.15
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2022-01-01,315.065,6.37,5.93,0.96
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-12-01,312.385,5.96,2.36,0.39
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-11-01,312.056,6.1,13.68,2.16
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-10-01,311.173,5.9,15.06,2.37
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-09-01,305.459,4.18,10.64,1.7
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-08-01,303.98,4.25,7.95,1.28
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-07-01,300.355,3.04,0.36,0.06
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-06-01,300.127,3.88,2.65,0.44
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-05-01,300.175,4.37,6.77,1.1
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-04-01,298.823,4.17,8.09,1.31
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-03-01,296.916,4.15,1.49,0.25
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-02-01,294.972,3.12,0.32,0.05
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2021-01-01,296.186,4.4,4.3,0.7
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-12-01,294.816,5.56,2.04,0.34
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-11-01,294.116,5.33,1.85,0.31
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-10-01,293.824,5.16,4.67,0.76
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-09-01,293.217,5.14,3.6,0.59
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-08-01,291.598,5.59,5.72,0.93
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-07-01,291.494,5.69,8.36,1.35
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-06-01,288.908,5.3,4.33,0.71
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-05-01,287.618,4.86,5.45,0.89
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-04-01,286.872,4.82,1.76,0.29
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-03-01,285.087,5.22,2.98,0.49
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-02-01,286.037,5.81,15.38,2.41
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2020-01-01,283.693,4.98,9.96,1.6
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-12-01,279.297,4.48,-0.22,-0.04
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-11-01,279.237,4.57,0.78,0.13
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-10-01,279.4,5.96,7.22,1.17
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-09-01,278.875,5.95,6.89,1.12
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-08-01,276.171,5.09,3.99,0.65
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-07-01,275.796,5.18,3.33,0.55
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-06-01,274.377,4.76,1.52,0.25
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-05-01,274.293,5.16,7.67,1.24
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-04-01,273.686,5,7.65,1.24
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-03-01,270.937,4.56,1.54,0.25
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-02-01,270.343,4.53,6.98,1.13
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2019-01-01,270.248,4.79,7.45,1.2
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-12-01,267.322,NA,8.55,1.38
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-11-01,267.031,NA,9.03,1.45
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-10-01,263.691,NA,2.06,0.34
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-09-01,263.212,NA,2.32,0.38
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-08-01,262.795,NA,2.06,0.34
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-07-01,262.209,NA,3.21,0.53
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-06-01,261.902,NA,2.89,0.48
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-05-01,260.832,NA,4.05,0.66
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-04-01,260.662,NA,4.79,0.78
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-03-01,259.111,NA,2.87,0.47
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-02-01,258.638,NA,NA,NA
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,S49A,C3108,0631080,1,CUURS49ASEFV,2018-01-01,257.892,NA,NA,NA
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2023-08-01,360.629,7.87,3.22,0.53
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2023-06-01,358.727,9.08,7.89,1.27
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2023-04-01,354.214,7.72,5.01,0.82
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2023-02-01,351.341,8.37,8.47,1.36
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2022-12-01,346.614,7.43,21.96,3.36
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2022-10-01,335.331,5.47,1.83,0.3
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2022-08-01,334.319,7.24,10.4,1.66
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2022-06-01,328.851,4.91,0.06,0.01
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2022-04-01,328.818,7.99,8.86,1.42
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2022-02-01,324.2,8.91,2.92,0.48
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami,S35B,C3310,1233100,38,CUURS35BSEFV,2021-12-01,322.647,7.93,9.24,1.48
